S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death,p_death
5624,2020-05-16,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5625,2020-05-17,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5626,2020-05-18,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5627,2020-05-19,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5628,2020-05-20,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5629,2020-05-21,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5630,2020-05-22,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5631,2020-05-23,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5632,2020-05-24,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5633,2020-05-25,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5634,2020-05-26,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5635,2020-05-27,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5636,2020-05-28,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5637,2020-05-29,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5638,2020-05-30,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5639,2020-05-31,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5640,2020-06-01,Dadra and Nagar Haveli and Daman and Diu,2,2.0,0.0,0.0,0.0
5641,2020-06-02,Dadra and Nagar Haveli and Daman and Diu,3,2.0,1.0,0.0,0.0
5642,2020-06-03,Dadra and Nagar Haveli and Daman and Diu,4,3.0,1.0,0.0,0.0
5643,2020-06-04,Dadra and Nagar Haveli and Daman and Diu,8,7.0,1.0,0.0,0.0
5644,2020-06-05,Dadra and Nagar Haveli and Daman and Diu,12,11.0,1.0,0.0,0.0
5645,2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14,13.0,1.0,0.0,0.0
5646,2020-06-07,Dadra and Nagar Haveli and Daman and Diu,19,18.0,1.0,0.0,0.0
5647,2020-06-08,Dadra and Nagar Haveli and Daman and Diu,20,18.0,2.0,0.0,0.0
5648,2020-06-09,Dadra and Nagar Haveli and Daman and Diu,22,20.0,2.0,0.0,0.0
5649,2020-06-10,Dadra and Nagar Haveli and Daman and Diu,22,20.0,2.0,0.0,0.0
5650,2020-06-11,Dadra and Nagar Haveli and Daman and Diu,28,26.0,2.0,0.0,0.0
5651,2020-06-12,Dadra and Nagar Haveli and Daman and Diu,30,28.0,2.0,0.0,0.0
5652,2020-06-13,Dadra and Nagar Haveli and Daman and Diu,30,28.0,2.0,0.0,0.0
5653,2020-06-14,Dadra and Nagar Haveli and Daman and Diu,35,33.0,2.0,0.0,0.0
5654,2020-06-15,Dadra and Nagar Haveli and Daman and Diu,36,34.0,2.0,0.0,0.0
5655,2020-06-16,Dadra and Nagar Haveli and Daman and Diu,36,31.0,5.0,0.0,0.0
5656,2020-06-17,Dadra and Nagar Haveli and Daman and Diu,45,36.0,9.0,0.0,0.0
5657,2020-06-18,Dadra and Nagar Haveli and Daman and Diu,57,45.0,12.0,0.0,0.0
5658,2020-06-19,Dadra and Nagar Haveli and Daman and Diu,58,45.0,13.0,0.0,0.0
5659,2020-06-20,Dadra and Nagar Haveli and Daman and Diu,62,48.0,14.0,0.0,0.0
5660,2020-06-21,Dadra and Nagar Haveli and Daman and Diu,68,42.0,26.0,0.0,0.0
5661,2020-06-22,Dadra and Nagar Haveli and Daman and Diu,88,62.0,26.0,0.0,0.0
5662,2020-06-23,Dadra and Nagar Haveli and Daman and Diu,91,64.0,27.0,0.0,0.0
5663,2020-06-24,Dadra and Nagar Haveli and Daman and Diu,120,91.0,29.0,0.0,0.0
5664,2020-06-25,Dadra and Nagar Haveli and Daman and Diu,120,90.0,30.0,0.0,0.0
5665,2020-06-26,Dadra and Nagar Haveli and Daman and Diu,155,123.0,32.0,0.0,0.0
5666,2020-06-27,Dadra and Nagar Haveli and Daman and Diu,163,122.0,41.0,0.0,0.0
5667,2020-06-28,Dadra and Nagar Haveli and Daman and Diu,177,122.0,55.0,0.0,0.0
5668,2020-06-29,Dadra and Nagar Haveli and Daman and Diu,178,118.0,60.0,0.0,0.0
5669,2020-06-30,Dadra and Nagar Haveli and Daman and Diu,203,126.0,77.0,0.0,0.0
5670,2020-07-01,Dadra and Nagar Haveli and Daman and Diu,213,131.0,82.0,0.0,0.0
5671,2020-07-02,Dadra and Nagar Haveli and Daman and Diu,215,129.0,86.0,0.0,0.0
5672,2020-07-03,Dadra and Nagar Haveli and Daman and Diu,230,141.0,89.0,0.0,0.0
5673,2020-07-04,Dadra and Nagar Haveli and Daman and Diu,257,161.0,96.0,0.0,0.0
5674,2020-07-05,Dadra and Nagar Haveli and Daman and Diu,271,175.0,96.0,0.0,0.0
5675,2020-07-06,Dadra and Nagar Haveli and Daman and Diu,271,165.0,106.0,0.0,0.0
5676,2020-07-07,Dadra and Nagar Haveli and Daman and Diu,297,183.0,114.0,0.0,0.0
5677,2020-07-08,Dadra and Nagar Haveli and Daman and Diu,405,222.0,183.0,0.0,0.0
5678,2020-07-09,Dadra and Nagar Haveli and Daman and Diu,408,224.0,184.0,0.0,0.0
5679,2020-07-10,Dadra and Nagar Haveli and Daman and Diu,411,222.0,189.0,0.0,0.0
5680,2020-07-11,Dadra and Nagar Haveli and Daman and Diu,459,248.0,211.0,0.0,0.0
5681,2020-07-12,Dadra and Nagar Haveli and Daman and Diu,471,245.0,226.0,0.0,0.0
5682,2020-07-13,Dadra and Nagar Haveli and Daman and Diu,479,234.0,245.0,0.0,0.0
5683,2020-07-14,Dadra and Nagar Haveli and Daman and Diu,495,226.0,268.0,1.0,0.0037174721189591076
5684,2020-07-15,Dadra and Nagar Haveli and Daman and Diu,520,209.0,310.0,1.0,0.003215434083601286
5685,2020-07-16,Dadra and Nagar Haveli and Daman and Diu,539,180.0,357.0,2.0,0.005571030640668524
5686,2020-07-17,Dadra and Nagar Haveli and Daman and Diu,552,179.0,371.0,2.0,0.005361930294906166
5687,2020-07-18,Dadra and Nagar Haveli and Daman and Diu,585,182.0,401.0,2.0,0.004962779156327543
5688,2020-07-19,Dadra and Nagar Haveli and Daman and Diu,602,186.0,414.0,2.0,0.004807692307692308
5689,2020-07-20,Dadra and Nagar Haveli and Daman and Diu,605,189.0,414.0,2.0,0.004807692307692308
5690,2020-07-21,Dadra and Nagar Haveli and Daman and Diu,684,234.0,448.0,2.0,0.0044444444444444444
5691,2020-07-22,Dadra and Nagar Haveli and Daman and Diu,705,240.0,463.0,2.0,0.004301075268817204
5692,2020-07-23,Dadra and Nagar Haveli and Daman and Diu,733,257.0,474.0,2.0,0.004201680672268907
5693,2020-07-24,Dadra and Nagar Haveli and Daman and Diu,770,279.0,489.0,2.0,0.004073319755600814
5694,2020-07-25,Dadra and Nagar Haveli and Daman and Diu,815,301.0,512.0,2.0,0.0038910505836575876
5695,2020-07-26,Dadra and Nagar Haveli and Daman and Diu,860,328.0,530.0,2.0,0.0037593984962406013
5696,2020-07-27,Dadra and Nagar Haveli and Daman and Diu,914,362.0,550.0,2.0,0.0036231884057971015
5697,2020-07-28,Dadra and Nagar Haveli and Daman and Diu,946,380.0,564.0,2.0,0.0035335689045936395
5698,2020-07-29,Dadra and Nagar Haveli and Daman and Diu,982,384.0,596.0,2.0,0.0033444816053511705
5699,2020-07-30,Dadra and Nagar Haveli and Daman and Diu,1026,376.0,648.0,2.0,0.003076923076923077
5700,2020-07-31,Dadra and Nagar Haveli and Daman and Diu,1064,394.0,668.0,2.0,0.0029850746268656717
5701,2020-08-01,Dadra and Nagar Haveli and Daman and Diu,1100,412.0,686.0,2.0,0.0029069767441860465
5702,2020-08-02,Dadra and Nagar Haveli and Daman and Diu,1145,418.0,725.0,2.0,0.002751031636863824
5703,2020-08-03,Dadra and Nagar Haveli and Daman and Diu,1184,416.0,766.0,2.0,0.0026041666666666665
5704,2020-08-04,Dadra and Nagar Haveli and Daman and Diu,1274,412.0,860.0,2.0,0.002320185614849188
5705,2020-08-05,Dadra and Nagar Haveli and Daman and Diu,1325,404.0,919.0,2.0,0.002171552660152009
5706,2020-08-06,Dadra and Nagar Haveli and Daman and Diu,1366,404.0,960.0,2.0,0.002079002079002079
5707,2020-08-07,Dadra and Nagar Haveli and Daman and Diu,1391,416.0,973.0,2.0,0.0020512820512820513
5708,2020-08-08,Dadra and Nagar Haveli and Daman and Diu,1437,421.0,1014.0,2.0,0.001968503937007874
5709,2020-08-09,Dadra and Nagar Haveli and Daman and Diu,1456,417.0,1037.0,2.0,0.0019249278152069298
5710,2020-08-10,Dadra and Nagar Haveli and Daman and Diu,1564,441.0,1121.0,2.0,0.0017809439002671415
5711,2020-08-11,Dadra and Nagar Haveli and Daman and Diu,1613,444.0,1167.0,2.0,0.001710863986313088
5712,2020-08-12,Dadra and Nagar Haveli and Daman and Diu,1653,442.0,1209.0,2.0,0.0016515276630883566
5713,2020-08-13,Dadra and Nagar Haveli and Daman and Diu,1696,446.0,1248.0,2.0,0.0016
5714,2020-08-14,Dadra and Nagar Haveli and Daman and Diu,1752,458.0,1292.0,2.0,0.0015455950540958269
5715,2020-08-15,Dadra and Nagar Haveli and Daman and Diu,1797,464.0,1331.0,2.0,0.0015003750937734434
5716,2020-08-16,Dadra and Nagar Haveli and Daman and Diu,1843,457.0,1384.0,2.0,0.001443001443001443
5717,2020-08-17,Dadra and Nagar Haveli and Daman and Diu,1878,445.0,1431.0,2.0,0.0013956734124214933
5718,2020-08-18,Dadra and Nagar Haveli and Daman and Diu,1908,447.0,1459.0,2.0,0.0013689253935660506
5719,2020-08-19,Dadra and Nagar Haveli and Daman and Diu,1951,425.0,1524.0,2.0,0.001310615989515072
5720,2020-08-20,Dadra and Nagar Haveli and Daman and Diu,1995,389.0,1604.0,2.0,0.0012453300124533001
5721,2020-08-21,Dadra and Nagar Haveli and Daman and Diu,2030,401.0,1627.0,2.0,0.0012277470841006752
5722,2020-08-22,Dadra and Nagar Haveli and Daman and Diu,2082,428.0,1652.0,2.0,0.0012091898428053204
5723,2020-08-23,Dadra and Nagar Haveli and Daman and Diu,2120,416.0,1702.0,2.0,0.0011737089201877935
5724,2020-08-24,Dadra and Nagar Haveli and Daman and Diu,2161,406.0,1753.0,2.0,0.0011396011396011395
5725,2020-08-25,Dadra and Nagar Haveli and Daman and Diu,2181,393.0,1786.0,2.0,0.0011185682326621924
5726,2020-08-26,Dadra and Nagar Haveli and Daman and Diu,2203,381.0,1820.0,2.0,0.0010976948408342481
5727,2020-08-27,Dadra and Nagar Haveli and Daman and Diu,2228,364.0,1862.0,2.0,0.001072961373390558
5728,2020-08-28,Dadra and Nagar Haveli and Daman and Diu,2266,348.0,1916.0,2.0,0.0010427528675703858
5729,2020-08-29,Dadra and Nagar Haveli and Daman and Diu,2290,328.0,1960.0,2.0,0.0010193679918450561
5730,2020-08-30,Dadra and Nagar Haveli and Daman and Diu,2306,306.0,1998.0,2.0,0.001
5731,2020-08-31,Dadra and Nagar Haveli and Daman and Diu,2340,296.0,2042.0,2.0,0.0009784735812133072
5732,2020-09-01,Dadra and Nagar Haveli and Daman and Diu,2367,284.0,2081.0,2.0,0.0009601536245799327
5733,2020-09-02,Dadra and Nagar Haveli and Daman and Diu,2386,262.0,2122.0,2.0,0.0009416195856873823
5734,2020-09-03,Dadra and Nagar Haveli and Daman and Diu,2435,292.0,2141.0,2.0,0.0009332711152589828
5735,2020-09-04,Dadra and Nagar Haveli and Daman and Diu,2450,294.0,2154.0,2.0,0.0009276437847866419
5736,2020-09-05,Dadra and Nagar Haveli and Daman and Diu,2467,285.0,2180.0,2.0,0.0009165902841429881
5737,2020-09-06,Dadra and Nagar Haveli and Daman and Diu,2537,301.0,2234.0,2.0,0.0008944543828264759
5738,2020-09-07,Dadra and Nagar Haveli and Daman and Diu,2575,302.0,2271.0,2.0,0.0008798944126704796
5739,2020-09-08,Dadra and Nagar Haveli and Daman and Diu,2590,297.0,2291.0,2.0,0.0008722197993894462
5740,2020-09-09,Dadra and Nagar Haveli and Daman and Diu,2617,294.0,2321.0,2.0,0.0008609556607834697
5741,2020-09-10,Dadra and Nagar Haveli and Daman and Diu,2643,295.0,2346.0,2.0,0.0008517887563884157
5742,2020-09-11,Dadra and Nagar Haveli and Daman and Diu,2671,294.0,2375.0,2.0,0.0008413967185527977
5743,2020-09-12,Dadra and Nagar Haveli and Daman and Diu,2695,280.0,2413.0,2.0,0.0008281573498964803
5744,2020-09-13,Dadra and Nagar Haveli and Daman and Diu,2725,279.0,2444.0,2.0,0.0008176614881439084
5745,2020-09-14,Dadra and Nagar Haveli and Daman and Diu,2745,255.0,2488.0,2.0,0.0008032128514056225
5746,2020-09-15,Dadra and Nagar Haveli and Daman and Diu,2763,248.0,2513.0,2.0,0.0007952286282306163
5747,2020-09-16,Dadra and Nagar Haveli and Daman and Diu,2783,229.0,2552.0,2.0,0.0007830853563038371
5748,2020-09-17,Dadra and Nagar Haveli and Daman and Diu,2810,233.0,2575.0,2.0,0.0007760962359332557
5749,2020-09-18,Dadra and Nagar Haveli and Daman and Diu,2831,221.0,2608.0,2.0,0.0007662835249042146
5750,2020-09-19,Dadra and Nagar Haveli and Daman and Diu,2859,218.0,2639.0,2.0,0.0007572889057175312
5751,2020-09-20,Dadra and Nagar Haveli and Daman and Diu,2887,208.0,2677.0,2.0,0.0007465472191116088
5752,2020-09-21,Dadra and Nagar Haveli and Daman and Diu,2924,229.0,2693.0,2.0,0.0007421150278293135
5753,2020-09-22,Dadra and Nagar Haveli and Daman and Diu,2933,220.0,2711.0,2.0,0.0007371913011426465
5754,2020-09-23,Dadra and Nagar Haveli and Daman and Diu,2944,198.0,2744.0,2.0,0.0007283321194464676
5755,2020-09-24,Dadra and Nagar Haveli and Daman and Diu,2962,205.0,2755.0,2.0,0.0007254261878853826
5756,2020-09-25,Dadra and Nagar Haveli and Daman and Diu,2977,190.0,2785.0,2.0,0.0007176175098672408
5757,2020-09-26,Dadra and Nagar Haveli and Daman and Diu,2989,182.0,2805.0,2.0,0.0007125044531528322
5758,2020-09-27,Dadra and Nagar Haveli and Daman and Diu,2996,163.0,2831.0,2.0,0.0007059654076950229
5759,2020-09-28,Dadra and Nagar Haveli and Daman and Diu,3002,152.0,2848.0,2.0,0.0007017543859649122
5760,2020-09-29,Dadra and Nagar Haveli and Daman and Diu,3012,133.0,2877.0,2.0,0.0006946856547412296
5761,2020-09-30,Dadra and Nagar Haveli and Daman and Diu,3032,120.0,2910.0,2.0,0.0006868131868131869
5762,2020-10-01,Dadra and Nagar Haveli and Daman and Diu,3040,109.0,2929.0,2.0,0.000682360968952576
5763,2020-10-02,Dadra and Nagar Haveli and Daman and Diu,3054,113.0,2939.0,2.0,0.0006800408024481469
5764,2020-10-03,Dadra and Nagar Haveli and Daman and Diu,3061,100.0,2959.0,2.0,0.0006754474839581223
5765,2020-10-04,Dadra and Nagar Haveli and Daman and Diu,3070,101.0,2967.0,2.0,0.0006736274840013472
5766,2020-10-05,Dadra and Nagar Haveli and Daman and Diu,3087,105.0,2980.0,2.0,0.0006706908115358819
5767,2020-10-06,Dadra and Nagar Haveli and Daman and Diu,3092,99.0,2991.0,2.0,0.0006682258603407952
5768,2020-10-07,Dadra and Nagar Haveli and Daman and Diu,3103,101.0,3000.0,2.0,0.0006662225183211193
5769,2020-10-08,Dadra and Nagar Haveli and Daman and Diu,3120,108.0,3010.0,2.0,0.0006640106241699867
5770,2020-10-09,Dadra and Nagar Haveli and Daman and Diu,3132,105.0,3025.0,2.0,0.0006607201850016518
5771,2020-10-10,Dadra and Nagar Haveli and Daman and Diu,3140,101.0,3037.0,2.0,0.0006581112207963146
5772,2020-10-11,Dadra and Nagar Haveli and Daman and Diu,3152,100.0,3050.0,2.0,0.000655307994757536
5773,2020-10-12,Dadra and Nagar Haveli and Daman and Diu,3163,102.0,3059.0,2.0,0.0006533812479581836
5774,2020-10-13,Dadra and Nagar Haveli and Daman and Diu,3168,102.0,3064.0,2.0,0.0006523157208088715
5775,2020-10-14,Dadra and Nagar Haveli and Daman and Diu,3168,85.0,3081.0,2.0,0.0006487187804086928
5776,2020-10-15,Dadra and Nagar Haveli and Daman and Diu,3171,79.0,3090.0,2.0,0.000646830530401035
5777,2020-10-16,Dadra and Nagar Haveli and Daman and Diu,3172,71.0,3099.0,2.0,0.0006449532408900354
5778,2020-10-17,Dadra and Nagar Haveli and Daman and Diu,3177,66.0,3109.0,2.0,0.0006428801028608164
5779,2020-10-18,Dadra and Nagar Haveli and Daman and Diu,3180,59.0,3119.0,2.0,0.0006408202499198974
5780,2020-10-19,Dadra and Nagar Haveli and Daman and Diu,3183,54.0,3127.0,2.0,0.0006391818472355385
5781,2020-10-20,Dadra and Nagar Haveli and Daman and Diu,3185,43.0,3140.0,2.0,0.0006365372374283895
5782,2020-10-21,Dadra and Nagar Haveli and Daman and Diu,3194,39.0,3153.0,2.0,0.0006339144215530904
5783,2020-10-22,Dadra and Nagar Haveli and Daman and Diu,3207,44.0,3161.0,2.0,0.0006323110970597534
5784,2020-10-23,Dadra and Nagar Haveli and Daman and Diu,3213,47.0,3164.0,2.0,0.0006317119393556538
5785,2020-10-24,Dadra and Nagar Haveli and Daman and Diu,3220,51.0,3167.0,2.0,0.0006311139160618492
5786,2020-10-25,Dadra and Nagar Haveli and Daman and Diu,3225,50.0,3173.0,2.0,0.0006299212598425197
5787,2020-10-26,Dadra and Nagar Haveli and Daman and Diu,3228,51.0,3175.0,2.0,0.0006295247088448222
5788,2020-10-27,Dadra and Nagar Haveli and Daman and Diu,3228,50.0,3176.0,2.0,0.0006293266205160479
5789,2020-10-28,Dadra and Nagar Haveli and Daman and Diu,3231,48.0,3181.0,2.0,0.0006283380458686773
5790,2020-10-29,Dadra and Nagar Haveli and Daman and Diu,3237,51.0,3184.0,2.0,0.0006277463904582549
5791,2020-10-30,Dadra and Nagar Haveli and Daman and Diu,3243,49.0,3192.0,2.0,0.0006261740763932373
5792,2020-10-31,Dadra and Nagar Haveli and Daman and Diu,3248,49.0,3197.0,2.0,0.0006251953735542357
5793,2020-11-01,Dadra and Nagar Haveli and Daman and Diu,3251,39.0,3210.0,2.0,0.0006226650062266501
5794,2020-11-02,Dadra and Nagar Haveli and Daman and Diu,3255,34.0,3219.0,2.0,0.0006209251785159888
5795,2020-11-03,Dadra and Nagar Haveli and Daman and Diu,3257,34.0,3221.0,2.0,0.0006205398696866273
5796,2020-11-04,Dadra and Nagar Haveli and Daman and Diu,3257,30.0,3225.0,2.0,0.0006197706848466068
5797,2020-11-05,Dadra and Nagar Haveli and Daman and Diu,3262,32.0,3228.0,2.0,0.0006191950464396285
5798,2020-11-06,Dadra and Nagar Haveli and Daman and Diu,3268,36.0,3230.0,2.0,0.0006188118811881188
5799,2020-11-07,Dadra and Nagar Haveli and Daman and Diu,3272,37.0,3233.0,2.0,0.0006182380216383308
5800,2020-11-08,Dadra and Nagar Haveli and Daman and Diu,3273,32.0,3239.0,2.0,0.000617093489663684
5801,2020-11-09,Dadra and Nagar Haveli and Daman and Diu,3274,26.0,3246.0,2.0,0.0006157635467980296
5802,2020-11-10,Dadra and Nagar Haveli and Daman and Diu,3274,23.0,3249.0,2.0,0.0006151953245155337
5803,2020-11-11,Dadra and Nagar Haveli and Daman and Diu,3275,20.0,3253.0,2.0,0.0006144393241167435
5804,2020-11-12,Dadra and Nagar Haveli and Daman and Diu,3275,18.0,3255.0,2.0,0.0006140620202640467
5805,2020-11-13,Dadra and Nagar Haveli and Daman and Diu,3278,21.0,3255.0,2.0,0.0006140620202640467
5806,2020-11-14,Dadra and Nagar Haveli and Daman and Diu,3281,20.0,3259.0,2.0,0.0006133088009812941
5807,2020-11-15,Dadra and Nagar Haveli and Daman and Diu,3285,20.0,3263.0,2.0,0.0006125574272588055
5808,2020-11-16,Dadra and Nagar Haveli and Daman and Diu,3291,22.0,3267.0,2.0,0.000611807892321811
5809,2020-11-17,Dadra and Nagar Haveli and Daman and Diu,3294,19.0,3273.0,2.0,0.0006106870229007634
5810,2020-11-18,Dadra and Nagar Haveli and Daman and Diu,3297,21.0,3274.0,2.0,0.0006105006105006105
5811,2020-11-19,Dadra and Nagar Haveli and Daman and Diu,3305,29.0,3274.0,2.0,0.0006105006105006105
5812,2020-11-20,Dadra and Nagar Haveli and Daman and Diu,3307,31.0,3274.0,2.0,0.0006105006105006105
5813,2020-11-21,Dadra and Nagar Haveli and Daman and Diu,3316,39.0,3275.0,2.0,0.0006103143118706134
5814,2020-11-22,Dadra and Nagar Haveli and Daman and Diu,3317,39.0,3276.0,2.0,0.0006101281269066504
5815,2020-11-23,Dadra and Nagar Haveli and Daman and Diu,3321,39.0,3280.0,2.0,0.0006093845216331506
5816,2020-11-24,Dadra and Nagar Haveli and Daman and Diu,3325,40.0,3283.0,2.0,0.0006088280060882801
5817,2020-11-25,Dadra and Nagar Haveli and Daman and Diu,3325,37.0,3286.0,2.0,0.0006082725060827251
5818,2020-11-26,Dadra and Nagar Haveli and Daman and Diu,3327,35.0,3290.0,2.0,0.0006075334143377885
5819,2020-11-27,Dadra and Nagar Haveli and Daman and Diu,3328,33.0,3293.0,2.0,0.0006069802731411229
5820,2020-11-28,Dadra and Nagar Haveli and Daman and Diu,3330,27.0,3301.0,2.0,0.0006055101422948834
5821,2020-11-29,Dadra and Nagar Haveli and Daman and Diu,3330,23.0,3305.0,2.0,0.0006047777441790142
5822,2020-11-30,Dadra and Nagar Haveli and Daman and Diu,3332,22.0,3308.0,2.0,0.0006042296072507553
5823,2020-12-01,Dadra and Nagar Haveli and Daman and Diu,3332,16.0,3314.0,2.0,0.0006031363088057901
5824,2020-12-02,Dadra and Nagar Haveli and Daman and Diu,3334,15.0,3317.0,2.0,0.0006025911419102139
5825,2020-12-03,Dadra and Nagar Haveli and Daman and Diu,3340,16.0,3322.0,2.0,0.0006016847172081829
5826,2020-12-04,Dadra and Nagar Haveli and Daman and Diu,3340,14.0,3324.0,2.0,0.0006013229104028864
5827,2020-12-05,Dadra and Nagar Haveli and Daman and Diu,3340,12.0,3326.0,2.0,0.0006009615384615385
5828,2020-12-06,Dadra and Nagar Haveli and Daman and Diu,3341,13.0,3326.0,2.0,0.0006009615384615385
5829,2020-12-07,Dadra and Nagar Haveli and Daman and Diu,3342,14.0,3326.0,2.0,0.0006009615384615385
5830,2020-12-08,Dadra and Nagar Haveli and Daman and Diu,3346,16.0,3328.0,2.0,0.0006006006006006006
5831,2020-12-09,Dadra and Nagar Haveli and Daman and Diu,3351,19.0,3330.0,2.0,0.0006002400960384153
5832,2020-12-10,Dadra and Nagar Haveli and Daman and Diu,3354,21.0,3331.0,2.0,0.0006000600060006001
5833,2020-12-11,Dadra and Nagar Haveli and Daman and Diu,3354,20.0,3332.0,2.0,0.0005998800239952009
5834,2020-12-12,Dadra and Nagar Haveli and Daman and Diu,3355,18.0,3335.0,2.0,0.0005993407252022775
5835,2020-12-13,Dadra and Nagar Haveli and Daman and Diu,3356,17.0,3337.0,2.0,0.0005989817310572028
5836,2020-12-14,Dadra and Nagar Haveli and Daman and Diu,3356,17.0,3337.0,2.0,0.0005989817310572028
5837,2020-12-15,Dadra and Nagar Haveli and Daman and Diu,3359,19.0,3338.0,2.0,0.0005988023952095808
5838,2020-12-17,Dadra and Nagar Haveli and Daman and Diu,3360,16.0,3342.0,2.0,0.0005980861244019139
5839,2020-12-18,Dadra and Nagar Haveli and Daman and Diu,3361,15.0,3344.0,2.0,0.0005977286312014345
5840,2020-12-19,Dadra and Nagar Haveli and Daman and Diu,3362,10.0,3350.0,2.0,0.0005966587112171838
5841,2020-12-20,Dadra and Nagar Haveli and Daman and Diu,3363,9.0,3352.0,2.0,0.0005963029218843172
5842,2020-12-21,Dadra and Nagar Haveli and Daman and Diu,3363,9.0,3352.0,2.0,0.0005963029218843172
5843,2020-12-22,Dadra and Nagar Haveli and Daman and Diu,3363,7.0,3354.0,2.0,0.0005959475566150178
5844,2020-12-23,Dadra and Nagar Haveli and Daman and Diu,3364,5.0,3357.0,2.0,0.0005954153021732659
